Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,team,season
"Friday, Sep 20",ARI,@,MIL,W,7.0,4.0,9.0,86-68,3.0,6.0,Gallen,Hall,Puk,2:56,N,32123.0,1.50,3,,ARI,2024
"Saturday, Sep 21",ARI,@,MIL,W,5.0,0.0,9.0,87-68,3.0,5.0,Kelly,Civale,None,2:42,N,35068.0,.84,4,,ARI,2024
"Sunday, Sep 22",ARI,@,MIL,L,9.0,10.0,9.0,87-69,3.0,6.0,Koenig,Martinez,Williams,3:34,D,37612.0,.85,-1,,ARI,2024
"Monday, Sep 23",ARI,Home,SFG,L,3.0,6.0,9.0,87-70,3.0,6.5,Birdsong,Rodríguez,Walker,2:41,N,23359.0,1.53,-2,,ARI,2024
"Tuesday, Sep 24",ARI,Home,SFG,L,0.0,11.0,9.0,87-71,3.0,6.5,Webb,Pfaadt,None,2:33,N,22355.0,2.05,-3,,ARI,2024
"Wednesday, Sep 25",ARI,Home,SFG,W,8.0,2.0,9.0,88-71,3.0,6.5,Gallen,Black,None,2:44,N,23767.0,2.82,1,,ARI,2024
"Friday, Sep 27",ARI,Home,SDP,L,3.0,5.0,9.0,88-72,3.0,8.0,Darvish,Kelly,Suarez,2:54,N,43310.0,2.92,-1,,ARI,2024
"Saturday, Sep 28",ARI,Home,SDP,L,0.0,5.0,9.0,88-73,3.0,9.0,Peralta,Puk,None,2:31,N,42915.0,3.76,-2,,ARI,2024
"Sunday, Sep 29",ARI,Home,SDP,W,11.0,2.0,9.0,89-73,3.0,9.0,Pfaadt,Pérez,Nelson,2:41,D,38892.0,4.46,1,,ARI,2024
"Friday, Mar 29",ATL,@,PHI,W,9.0,3.0,9.0,1-0,1.0,up 1.0,Johnson,Alvarado,None,2:54,D,44452.0,1.02,1,,ATL,2024
"Saturday, Mar 30",ATL,@,PHI,W,12.0,4.0,9.0,2-0,1.0,up 1.0,Chavez,Nola,None,2:58,D,44468.0,1.05,2,,ATL,2024
"Sunday, Mar 31",ATL,@,PHI,L,4.0,5.0,9.0,2-1,1.0,up 1.0,Strahm,Bummer,Alvarado,2:39,D,42515.0,1.05,-1,,ATL,2024
"Monday, Apr 1",ATL,@,CHW,W,9.0,0.0,8.0,3-1,1.0,up 2.0,Morton,Flexen,None,2:29,D,13781.0,.93,1,,ATL,2024
"Tuesday, Apr 2",ATL,@,CHW,L,2.0,3.0,9.0,3-2,1.0,up 1.0,Crochet,Minter,Kopech,2:21,N,12300.0,1.05,-1,,ATL,2024
"Friday, Apr 5",ATL,Home,ARI,W-wo,6.0,5.0,10.0,4-2,1.0,up 1.5,Johnson,McGough,None,3:10,N,41426.0,1.06,1,,ATL,2024
"Saturday, Apr 6",ATL,Home,ARI,W,9.0,8.0,9.0,5-2,1.0,up 1.5,Minter,Frías,Iglesias,2:49,N,41278.0,1.05,2,,ATL,2024
"Sunday, Apr 7",ATL,Home,ARI,W,5.0,2.0,9.0,6-2,1.0,up 2.5,Sale,Nelson,Johnson,2:30,D,40693.0,1.11,3,,ATL,2024
"Monday, Apr 8",ATL,Home,NYM,L,7.0,8.0,9.0,6-3,1.0,up 1.5,Diekman,Johnson,López,3:27,N,37538.0,1.24,-1,,ATL,2024
"Tuesday, Apr 9",ATL,Home,NYM,W,6.0,5.0,9.0,7-3,1.0,up 2.5,López,Houser,Iglesias,2:42,N,32065.0,1.22,1,,ATL,2024
"Thursday, Apr 11",ATL,Home,NYM,L,4.0,16.0,9.0,7-4,1.0,up 1.0,Quintana,Winans,None,2:50,D,34352.0,1.18,-1,,ATL,2024
"Friday, Apr 12",ATL,@,MIA,W,8.0,1.0,9.0,8-4,1.0,up 2.0,Fried,Rogers,None,2:37,N,14408.0,1.14,1,,ATL,2024
"Saturday, Apr 13",ATL,@,MIA,L,1.0,5.0,9.0,8-5,1.0,up 1.0,Meyer,Sale,None,2:12,D,22327.0,1.16,-1,,ATL,2024
"Sunday, Apr 14",ATL,@,MIA,W,9.0,7.0,9.0,9-5,1.0,up 2.0,Minter,Scott,Iglesias,2:32,D,20757.0,1.12,1,,ATL,2024
"Monday, Apr 15",ATL,@,HOU,W,6.0,1.0,9.0,10-5,1.0,up 2.0,Bummer,Arrighetti,None,3:07,N,32407.0,1.08,2,,ATL,2024
"Tuesday, Apr 16",ATL,@,HOU,W,6.0,2.0,9.0,11-5,1.0,up 2.0,López,Brown,Iglesias,2:55,N,34144.0,1.14,3,,ATL,2024
"Wednesday, Apr 17",ATL,@,HOU,W,5.0,4.0,10.0,12-5,1.0,up 2.0,Minter,Martinez,Iglesias,3:11,D,29073.0,1.13,4,,ATL,2024
"Friday, Apr 19",ATL,Home,TEX,W,8.0,3.0,9.0,13-5,1.0,up 2.0,Sale,Latz,None,2:30,N,40810.0,1.18,5,,ATL,2024
"Saturday, Apr 20",ATL,Home,TEX,W,5.0,2.0,9.0,14-5,1.0,up 2.0,Morton,Eovaldi,Iglesias,2:32,N,41744.0,1.18,6,,ATL,2024
"Sunday, Apr 21",ATL,Home,TEX,L,4.0,6.0,9.0,14-6,1.0,up 1.0,Lorenzen,Vines,Yates,2:28,N,36581.0,1.18,-1,,ATL,2024
"Monday, Apr 22",ATL,Home,MIA,W,3.0,0.0,9.0,15-6,1.0,up 1.0,Elder,Weathers,Iglesias,2:16,N,31572.0,1.15,1,,ATL,2024
"Tuesday, Apr 23",ATL,Home,MIA,W,5.0,0.0,9.0,16-6,1.0,up 2.0,Fried,Rogers,None,1:54,N,33533.0,1.17,2,,ATL,2024
"Wednesday, Apr 24",ATL,Home,MIA,W-wo,4.0,3.0,10.0,17-6,1.0,up 3.0,Minter,Scott,None,2:40,N,38950.0,1.19,3,,ATL,2024
"Friday, Apr 26",ATL,Home,CLE,W,6.0,2.0,9.0,18-6,1.0,up 2.5,Sale,Allen,None,2:35,N,40210.0,1.16,4,,ATL,2024
"Saturday, Apr 27",ATL,Home,CLE,L,2.0,4.0,11.0,18-7,1.0,up 1.5,Barlow,Lee,Sandlin,2:47,N,41696.0,1.17,-1,,ATL,2024
"Sunday, Apr 28",ATL,Home,CLE,W-wo,4.0,3.0,10.0,19-7,1.0,up 1.5,Minter,Clase,None,2:55,D,40758.0,1.15,1,,ATL,2024
"Monday, Apr 29",ATL,@,SEA,L-wo,1.0,2.0,9.0,19-8,1.0,up 1.5,Voth,Minter,None,2:29,N,26452.0,1.12,-1,,ATL,2024
"Tuesday, Apr 30",ATL,@,SEA,L,2.0,3.0,9.0,19-9,1.0,up 0.5,Castillo,López,Muñoz,2:16,N,23534.0,1.17,-2,,ATL,2024
"Wednesday, May 1",ATL,@,SEA,W,5.0,2.0,9.0,20-9,1.0,up 0.5,Sale,Hancock,Iglesias,2:34,D,21689.0,1.17,1,,ATL,2024
"Friday, May 3",ATL,@,LAD,L-wo,3.0,4.0,11.0,20-10,2.0,0.5,Grove,Chavez,None,3:00,N,50859.0,1.23,-1,,ATL,2024
"Saturday, May 4",ATL,@,LAD,L,2.0,11.0,9.0,20-11,2.0,1.5,Glasnow,Elder,None,2:24,N,44474.0,1.26,-2,,ATL,2024
"Sunday, May 5",ATL,@,LAD,L,1.0,5.0,9.0,20-12,2.0,2.5,Paxton,Fried,None,2:07,D,52733.0,1.24,-3,,ATL,2024
"Tuesday, May 7",ATL,Home,BOS,W,4.0,2.0,9.0,21-12,2.0,3.0,Jiménez,Slaten,Iglesias,2:31,N,38142.0,1.12,1,,ATL,2024
"Wednesday, May 8",ATL,Home,BOS,W,5.0,0.0,9.0,22-12,2.0,2.0,Sale,Pivetta,None,2:21,N,37015.0,1.08,2,,ATL,2024
"Friday, May 10",ATL,@,NYM,W,4.0,2.0,9.0,23-12,2.0,2.0,Morton,Quintana,Iglesias,2:27,N,23355.0,1.20,3,,ATL,2024
"Saturday, May 11",ATL,@,NYM,W,4.0,1.0,9.0,24-12,2.0,2.0,Fried,Scott,None,2:45,D,38919.0,1.21,4,,ATL,2024
"Sunday, May 12",ATL,@,NYM,L-wo,3.0,4.0,9.0,24-13,2.0,2.0,Díaz,Minter,None,2:50,N,18944.0,1.17,-1,,ATL,2024
"Monday, May 13",ATL,Home,CHC,W,2.0,0.0,9.0,25-13,2.0,2.0,Kerr,Wesneski,Minter,2:31,N,34582.0,1.21,1,,ATL,2024
"Tuesday, May 14",ATL,Home,CHC,W,7.0,0.0,9.0,26-13,2.0,2.0,Sale,Taillon,None,2:12,N,37357.0,1.20,2,,ATL,2024
"Wednesday, May 15",ATL,Home,CHC,L,1.0,7.0,9.0,26-14,2.0,3.0,Assad,Morton,None,2:30,N,36623.0,1.17,-1,,ATL,2024
"Friday, May 17",ATL,Home,SDP,L,1.0,3.0,9.0,26-15,2.0,3.5,Waldron,Fried,Estrada,2:54,N,40186.0,1.19,-2,,ATL,2024
"Sunday, May 19",ATL,Home,SDP,L,1.0,9.0,9.0,26-16,2.0,5.0,Darvish,Elder,None,2:53,N,39203.0,1.11,-3,,ATL,2024
"Monday, May 20 (1)",ATL,Home,SDP,L,5.0,6.0,9.0,26-17,2.0,5.0,Brito,Jiménez,Suarez,2:43,D,35113.0,1.11,-4,,ATL,2024
"Monday, May 20 (2)",ATL,Home,SDP,W,3.0,0.0,9.0,27-17,2.0,5.0,Sale,Vásquez,Iglesias,2:18,N,34753.0,1.12,1,,ATL,2024
"Tuesday, May 21",ATL,@,CHC,L-wo,3.0,4.0,10.0,27-18,2.0,6.0,Little,Bummer,None,3:14,N,36121.0,1.12,-1,,ATL,2024
"Wednesday, May 22",ATL,@,CHC,W,9.0,2.0,9.0,28-18,2.0,6.0,Fried,Steele,None,2:08,N,37584.0,1.13,1,,ATL,2024
"Thursday, May 23",ATL,@,CHC,W,3.0,0.0,9.0,29-18,2.0,6.0,Lee,Wesneski,Iglesias,2:34,D,35646.0,1.14,2,,ATL,2024
"Friday, May 24",ATL,@,PIT,L,5.0,11.0,9.0,29-19,2.0,6.0,Falter,Kerr,None,2:38,N,35822.0,1.10,-1,,ATL,2024
"Saturday, May 25",ATL,@,PIT,L,1.0,4.0,9.0,29-20,2.0,7.0,Keller,López,Bednar,2:14,D,31459.0,1.11,-2,,ATL,2024
"Sunday, May 26",ATL,@,PIT,W,8.0,1.0,9.0,30-20,2.0,6.0,Sale,Mlodzinski,None,2:34,D,27416.0,1.11,1,,ATL,2024
"Monday, May 27",ATL,Home,WSN,L,4.0,8.0,9.0,30-21,2.0,6.0,Parker,Morton,None,2:39,D,38858.0,1.14,-1,,ATL,2024
"Tuesday, May 28",ATL,Home,WSN,W,2.0,0.0,9.0,31-21,2.0,5.0,Fried,Barnes,Iglesias,2:04,N,37598.0,1.15,1,,ATL,2024
"Wednesday, May 29",ATL,Home,WSN,L,2.0,7.0,9.0,31-22,2.0,6.0,Gore,Schwellenbach,None,2:52,N,33654.0,1.17,-1,,ATL,2024
"Thursday, May 30",ATL,Home,WSN,L,1.0,3.0,9.0,31-23,2.0,6.5,Williams,Kerr,Finnegan,2:35,N,37784.0,1.20,-2,,ATL,2024
"Friday, May 31",ATL,Home,OAK,W,4.0,2.0,9.0,32-23,2.0,6.5,López,Sears,Iglesias,2:07,N,40204.0,1.05,1,,ATL,2024
"Saturday, Jun 1",ATL,Home,OAK,L,9.0,11.0,9.0,32-24,2.0,7.5,Kelly,Herget,Jiménez,2:53,D,41181.0,1.05,-1,,ATL,2024
"Sunday, Jun 2",ATL,Home,OAK,W,3.0,1.0,9.0,33-24,2.0,6.5,Lee,Adams,Iglesias,2:28,D,37853.0,1.02,1,,ATL,2024
"Tuesday, Jun 4",ATL,@,BOS,W,8.0,3.0,9.0,34-24,2.0,7.0,Fried,Crawford,None,2:16,N,34628.0,1.00,2,,ATL,2024
"Wednesday, Jun 5",ATL,@,BOS,L,0.0,9.0,9.0,34-25,2.0,8.0,Pivetta,Schwellenbach,None,2:22,D,33760.0,1.05,-1,,ATL,2024
"Thursday, Jun 6",ATL,@,WSN,W,5.0,2.0,9.0,35-25,2.0,7.5,Bummer,Harvey,Iglesias,2:07,N,27690.0,1.06,1,,ATL,2024
"Friday, Jun 7",ATL,@,WSN,L,1.0,2.0,9.0,35-26,2.0,8.0,Irvin,Sale,Finnegan,2:10,N,39235.0,1.06,-1,,ATL,2024
"Saturday, Jun 8",ATL,@,WSN,L,3.0,7.0,9.0,35-27,2.0,9.0,Gore,Morton,None,2:29,D,33998.0,1.04,-2,,ATL,2024
"Sunday, Jun 9",ATL,@,WSN,L,5.0,8.0,9.0,35-28,2.0,9.0,Barnes,Waldrep,Finnegan,2:38,D,34282.0,1.06,-3,,ATL,2024
"Tuesday, Jun 11",ATL,@,BAL,L,0.0,4.0,9.0,35-29,2.0,10.0,Suárez,Fried,None,2:27,N,24048.0,1.03,-4,,ATL,2024
"Wednesday, Jun 12",ATL,@,BAL,L,2.0,4.0,9.0,35-30,2.0,10.0,Akin,Jiménez,Kimbrel,2:19,N,24122.0,.99,-5,,ATL,2024
"Thursday, Jun 13",ATL,@,BAL,W,6.0,3.0,9.0,36-30,2.0,9.0,López,Irvin,Iglesias,2:43,D,33700.0,.98,1,,ATL,2024
"Friday, Jun 14",ATL,Home,TBR,W,7.0,3.0,9.0,37-30,2.0,9.0,Sale,Littell,Iglesias,2:36,N,41046.0,1.06,2,,ATL,2024
"Saturday, Jun 15",ATL,Home,TBR,W,9.0,2.0,9.0,38-30,2.0,8.0,Morton,Pepiot,None,2:38,D,40480.0,1.00,3,,ATL,2024
"Sunday, Jun 16",ATL,Home,TBR,L,6.0,8.0,9.0,38-31,2.0,8.0,Adam,Iglesias,Fairbanks,2:32,D,40211.0,1.05,-1,,ATL,2024
"Monday, Jun 17",ATL,Home,DET,W,2.0,1.0,9.0,39-31,2.0,8.0,Hernández,Miller,Jiménez,2:20,N,38273.0,1.04,1,,ATL,2024
"Tuesday, Jun 18",ATL,Home,DET,W,2.0,1.0,9.0,40-31,2.0,8.0,Schwellenbach,Mize,Iglesias,2:19,N,37561.0,1.08,2,,ATL,2024
"Wednesday, Jun 19",ATL,Home,DET,W,7.0,0.0,9.0,41-31,2.0,7.0,López,Skubal,None,2:27,D,36055.0,1.05,3,,ATL,2024
"Friday, Jun 21",ATL,@,NYY,W,8.0,1.0,9.0,42-31,2.0,6.0,Sale,Rodón,None,2:57,N,45226.0,1.05,4,,ATL,2024
"Saturday, Jun 22",ATL,@,NYY,L,3.0,8.0,9.0,42-32,2.0,7.0,Stroman,Morton,None,2:36,N,45056.0,1.14,-1,,ATL,2024
"Sunday, Jun 23",ATL,@,NYY,W,3.0,1.0,9.0,43-32,2.0,7.0,Fried,Cortés,Iglesias,2:14,D,46683.0,1.06,1,,ATL,2024
"Monday, Jun 24",ATL,@,STL,L,3.0,4.0,9.0,43-33,2.0,8.0,Lynn,Schwellenbach,Helsley,2:24,N,36005.0,1.11,-1,,ATL,2024
"Wednesday, Jun 26 (1)",ATL,@,STL,W,6.0,2.0,9.0,44-33,2.0,8.0,López,Gibson,None,2:49,D,33997.0,1.15,1,,ATL,2024
"Wednesday, Jun 26 (2)",ATL,@,STL,L,1.0,4.0,9.0,44-34,2.0,8.0,Liberatore,Elder,Helsley,2:15,N,33921.0,1.13,-1,,ATL,2024
"Thursday, Jun 27",ATL,@,CHW,L,0.0,1.0,9.0,44-35,2.0,8.0,Shuster,Sale,Kopech,2:14,D,12656.0,1.04,-2,,ATL,2024
"Friday, Jun 28",ATL,Home,PIT,W,6.0,1.0,9.0,45-35,2.0,8.0,Morton,Pérez,None,2:39,N,42155.0,1.14,1,,ATL,2024
"Saturday, Jun 29",ATL,Home,PIT,W-wo,2.0,1.0,10.0,46-35,2.0,7.0,Hernández,Nicolas,None,2:58,D,40864.0,1.06,2,,ATL,2024
"Sunday, Jun 30",ATL,Home,PIT,L,2.0,4.0,9.0,46-36,2.0,8.0,Falter,Schwellenbach,Chapman,2:31,D,36679.0,1.13,-1,,ATL,2024
"Tuesday, Jul 2",ATL,Home,SFG,L,3.0,5.0,9.0,46-37,2.0,9.0,Birdsong,Lee,Doval,2:45,N,34047.0,1.12,-2,,ATL,2024
"Wednesday, Jul 3",ATL,Home,SFG,W,3.0,1.0,9.0,47-37,2.0,9.0,Sale,Hicks,Iglesias,2:27,N,38834.0,1.07,1,,ATL,2024
"Thursday, Jul 4",ATL,Home,SFG,L,2.0,4.0,9.0,47-38,2.0,9.0,Webb,Morton,Doval,2:24,N,40672.0,1.04,-1,,ATL,2024
"Friday, Jul 5",ATL,Home,PHI,L,6.0,8.0,9.0,47-39,2.0,10.0,Nola,Fried,Hoffman,3:01,N,40942.0,1.18,-2,,ATL,2024
"Saturday, Jul 6",ATL,Home,PHI,W,5.0,1.0,9.0,48-39,2.0,9.0,Schwellenbach,Suárez,None,2:16,N,41006.0,1.14,1,,ATL,2024
"Sunday, Jul 7",ATL,Home,PHI,W,6.0,0.0,9.0,49-39,2.0,8.0,López,Mercado,None,2:26,D,36808.0,1.21,2,,ATL,2024
"Monday, Jul 8",ATL,@,ARI,W,5.0,4.0,11.0,50-39,2.0,7.5,Iglesias,Martinez,Jiménez,2:45,N,20594.0,1.14,3,,ATL,2024
"Tuesday, Jul 9",ATL,@,ARI,W,6.0,2.0,9.0,51-39,2.0,7.5,Sale,Gallen,None,2:46,N,21652.0,1.11,4,,ATL,2024
"Wednesday, Jul 10",ATL,@,ARI,L,5.0,7.0,9.0,51-40,2.0,8.5,Thompson,Jiménez,Sewald,2:21,N,18020.0,1.07,-1,,ATL,2024
"Thursday, Jul 11",ATL,@,ARI,L,0.0,1.0,9.0,51-41,2.0,9.5,Pfaadt,Fried,Sewald,2:29,N,27101.0,1.06,-2,,ATL,2024
"Friday, Jul 12",ATL,@,SDP,W,6.0,1.0,9.0,52-41,2.0,8.5,Schwellenbach,Waldron,None,2:12,N,44390.0,1.09,1,,ATL,2024
"Saturday, Jul 13",ATL,@,SDP,L,0.0,4.0,9.0,52-42,2.0,9.5,Cease,López,None,2:32,D,43097.0,1.05,-1,,ATL,2024
"Sunday, Jul 14",ATL,@,SDP,W,6.0,3.0,9.0,53-42,2.0,8.5,Sale,Vásquez,Iglesias,2:35,D,42132.0,1.14,1,,ATL,2024
"Saturday, Jul 20 (1)",ATL,Home,STL,W-wo,3.0,2.0,10.0,54-42,2.0,7.5,Johnson,Roycroft,None,2:50,D,37042.0,1.19,2,,ATL,2024
"Saturday, Jul 20 (2)",ATL,Home,STL,L,5.0,9.0,9.0,54-43,2.0,7.5,Gray,Elder,Leahy,2:28,N,42168.0,1.14,-1,,ATL,2024
"Sunday, Jul 21",ATL,Home,STL,L,2.0,6.0,9.0,54-44,2.0,8.5,Mikolas,Schwellenbach,None,2:20,D,36348.0,1.19,-2,,ATL,2024
"Monday, Jul 22",ATL,Home,CIN,L,1.0,4.0,9.0,54-45,2.0,8.5,Greene,López,None,2:27,N,38779.0,1.15,-3,,ATL,2024
"Wednesday, Jul 24",ATL,Home,CIN,L,4.0,9.0,9.0,54-46,2.0,9.0,Moll,Winans,None,2:49,D,34407.0,1.13,-4,,ATL,2024
"Thursday, Jul 25",ATL,@,NYM,L-wo,2.0,3.0,10.0,54-47,2.0,9.5,Maton,Johnson,None,2:39,N,34807.0,1.32,-5,,ATL,2024
"Friday, Jul 26",ATL,@,NYM,L,4.0,8.0,9.0,54-48,3.0,9.5,Senga,Morton,None,2:44,N,34673.0,1.31,-6,,ATL,2024
"Saturday, Jul 27",ATL,@,NYM,W,4.0,0.0,9.0,55-48,2.0,9.5,Schwellenbach,Megill,None,2:13,D,35149.0,1.33,1,,ATL,2024
"Sunday, Jul 28",ATL,@,NYM,W,9.0,2.0,9.0,56-48,2.0,8.5,Lee,Peterson,None,2:38,D,26916.0,1.32,2,,ATL,2024
"Monday, Jul 29",ATL,@,MIL,L,3.0,8.0,9.0,56-49,2.0,8.5,Milner,Chavez,None,2:14,N,28698.0,1.30,-1,,ATL,2024
"Tuesday, Jul 30",ATL,@,MIL,W,5.0,1.0,9.0,57-49,2.0,7.5,Elder,Ross,None,2:28,N,28810.0,1.28,1,,ATL,2024
"Wednesday, Jul 31",ATL,@,MIL,W,6.0,2.0,9.0,58-49,2.0,6.5,Johnson,Koenig,None,2:50,D,37111.0,1.41,2,,ATL,2024
"Thursday, Aug 1",ATL,Home,MIA,W,4.0,2.0,9.0,59-49,2.0,6.0,Morton,Meyer,Iglesias,2:19,N,34401.0,1.40,3,,ATL,2024
"Friday, Aug 2",ATL,Home,MIA,W,5.0,3.0,9.0,60-49,2.0,5.0,Bummer,Faucher,Jiménez,2:14,N,37726.0,1.38,4,,ATL,2024
"Saturday, Aug 3",ATL,Home,MIA,L,3.0,4.0,9.0,60-50,2.0,5.0,Cronin,Johnson,Faucher,2:44,N,40749.0,1.41,-1,,ATL,2024
"Sunday, Aug 4",ATL,Home,MIA,L,0.0,7.0,9.0,60-51,2.0,6.0,Cabrera,Fried,None,2:39,D,33146.0,1.49,-2,,ATL,2024
"Tuesday, Aug 6",ATL,Home,MIL,L,0.0,10.0,9.0,60-52,2.0,6.5,Rea,Elder,None,2:45,N,38701.0,1.60,-3,,ATL,2024
"Wednesday, Aug 7",ATL,Home,MIL,L,5.0,8.0,9.0,60-53,2.0,7.5,Peralta,Johnson,None,3:03,N,33281.0,1.49,-4,,ATL,2024
"Thursday, Aug 8",ATL,Home,MIL,L,7.0,16.0,9.0,60-54,3.0,8.5,Peguero,Morton,None,3:22,D,29935.0,1.32,-5,,ATL,2024
"Friday, Aug 9",ATL,@,COL,L,5.0,6.0,9.0,60-55,3.0,8.5,Kinley,Minter,Vodnik,2:37,N,33028.0,1.21,-6,,ATL,2024
"Saturday, Aug 10",ATL,@,COL,W,11.0,8.0,9.0,61-55,2.0,7.5,Johnson,Chivilli,Iglesias,3:01,N,46169.0,1.12,1,,ATL,2024
"Sunday, Aug 11",ATL,@,COL,L,8.0,9.0,9.0,61-56,2.0,7.5,Rogers,Jiménez,Vodnik,3:05,D,40365.0,1.18,-1,,ATL,2024
"Monday, Aug 12",ATL,@,SFG,W,1.0,0.0,10.0,62-56,2.0,7.0,Iglesias,Rogers,None,2:35,N,30184.0,1.31,1,,ATL,2024
"Tuesday, Aug 13",ATL,@,SFG,W,4.0,3.0,10.0,63-56,2.0,6.0,Lee,Rodríguez,Iglesias,2:38,N,30468.0,1.39,2,,ATL,2024
"Wednesday, Aug 14",ATL,@,SFG,W,13.0,2.0,9.0,64-56,2.0,6.0,Holmes,Ray,None,2:26,N,27460.0,1.49,3,,ATL,2024
"Thursday, Aug 15",ATL,@,SFG,L,0.0,6.0,9.0,64-57,2.0,7.0,Webb,Fried,None,2:23,D,29319.0,1.46,-1,,ATL,2024
"Friday, Aug 16",ATL,@,LAA,L,2.0,3.0,9.0,64-58,2.0,8.0,Burke,Schwellenbach,Joyce,2:50,N,37736.0,1.24,-2,,ATL,2024
"Saturday, Aug 17",ATL,@,LAA,W,11.0,3.0,9.0,65-58,2.0,8.0,Sale,Canning,None,2:47,N,37268.0,1.20,1,,ATL,2024
"Sunday, Aug 18",ATL,@,LAA,W,3.0,1.0,9.0,66-58,2.0,7.0,Morton,Kochanowicz,Iglesias,2:22,D,36102.0,1.23,2,,ATL,2024
"Tuesday, Aug 20",ATL,Home,PHI,W,3.0,1.0,9.0,67-58,2.0,6.0,Holmes,Wheeler,Iglesias,2:34,N,34245.0,1.43,3,,ATL,2024
"Wednesday, Aug 21",ATL,Home,PHI,L,2.0,3.0,9.0,67-59,2.0,7.0,Strahm,Jiménez,Estévez,2:33,N,33221.0,1.46,-1,,ATL,2024
"Thursday, Aug 22",ATL,Home,PHI,W,3.0,2.0,9.0,68-59,2.0,6.0,Schwellenbach,Sánchez,Iglesias,2:20,N,34704.0,1.38,1,,ATL,2024
"Friday, Aug 23",ATL,Home,WSN,W-wo,3.0,2.0,10.0,69-59,2.0,5.0,Iglesias,Salazar,None,2:40,N,37203.0,1.34,2,,ATL,2024
"Saturday, Aug 24",ATL,Home,WSN,W,4.0,2.0,9.0,70-59,2.0,5.0,Bummer,Garcia,Johnson,2:32,N,40230.0,1.37,3,,ATL,2024
"Sunday, Aug 25",ATL,Home,WSN,L,1.0,5.0,9.0,70-60,2.0,6.0,Barnes,Jackson,Finnegan,2:41,D,32327.0,1.35,-1,,ATL,2024
"Monday, Aug 26",ATL,@,MIN,W,10.0,6.0,9.0,71-60,2.0,6.0,Fried,Ober,None,2:36,N,18974.0,1.29,1,,ATL,2024
"Tuesday, Aug 27",ATL,@,MIN,W,8.0,6.0,10.0,72-60,2.0,6.0,Iglesias,Duran,None,3:18,N,20200.0,1.23,2,,ATL,2024
"Wednesday, Aug 28",ATL,@,MIN,W,5.0,1.0,9.0,73-60,2.0,5.0,Sale,Festa,None,2:39,N,19142.0,1.30,3,,ATL,2024
"Thursday, Aug 29",ATL,@,PHI,L,4.0,5.0,9.0,73-61,2.0,6.0,Kerkering,Holmes,Hoffman,2:42,N,40451.0,1.55,-1,,ATL,2024
"Friday, Aug 30",ATL,@,PHI,W,7.0,2.0,9.0,74-61,2.0,5.0,López,Suárez,None,2:39,N,40193.0,1.46,1,,ATL,2024
"Saturday, Aug 31",ATL,@,PHI,L,0.0,3.0,9.0,74-62,2.0,6.0,Wheeler,Fried,Estévez,2:16,N,42730.0,1.47,-1,,ATL,2024
"Sunday, Sep 1",ATL,@,PHI,L-wo,2.0,3.0,11.0,74-63,2.0,7.0,Estévez,Bummer,None,3:14,N,43249.0,1.37,-2,,ATL,2024
"Tuesday, Sep 3",ATL,Home,COL,W,3.0,0.0,9.0,75-63,2.0,7.0,Sale,Freeland,Iglesias,2:31,N,32672.0,1.26,1,,ATL,2024
"Wednesday, Sep 4",ATL,Home,COL,W,5.0,2.0,9.0,76-63,2.0,7.0,Morton,Blalock,Iglesias,2:40,N,36859.0,1.22,2,,ATL,2024
"Thursday, Sep 5",ATL,Home,COL,L,1.0,3.0,9.0,76-64,2.0,8.0,Gomber,López,Kinley,2:09,N,32811.0,1.29,-1,,ATL,2024
"Friday, Sep 6",ATL,Home,TOR,W,3.0,1.0,9.0,77-64,2.0,8.0,Fried,Gausman,Iglesias,2:23,N,37230.0,1.29,1,,ATL,2024
"Saturday, Sep 7",ATL,Home,TOR,L,5.0,9.0,9.0,77-65,3.0,8.0,Berríos,Schwellenbach,None,2:45,N,38276.0,1.29,-1,,ATL,2024
"Sunday, Sep 8",ATL,Home,TOR,W-wo,4.0,3.0,11.0,78-65,2.0,7.0,Iglesias,Pop,None,3:04,D,36394.0,1.37,1,,ATL,2024
"Monday, Sep 9",ATL,Home,CIN,L,0.0,1.0,9.0,78-66,3.0,8.0,Martinez,Morton,Díaz,2:20,N,34883.0,1.41,-1,,ATL,2024
"Tuesday, Sep 10",ATL,@,WSN,W,12.0,0.0,9.0,79-66,2.0,8.0,Chavez,Gore,None,2:35,N,17668.0,1.43,1,,ATL,2024
"Wednesday, Sep 11",ATL,@,WSN,L,1.0,5.0,9.0,79-67,3.0,9.0,Irvin,Fried,None,2:20,N,15585.0,1.38,-1,,ATL,2024
"Friday, Sep 13",ATL,Home,LAD,W,6.0,2.0,9.0,80-67,3.0,8.0,Schwellenbach,Knack,None,2:26,N,40339.0,1.41,1,,ATL,2024
"Saturday, Sep 14",ATL,Home,LAD,W,10.0,1.0,9.0,81-67,2.0,8.0,Sale,Flaherty,None,2:30,N,42732.0,1.50,2,,ATL,2024
"Sunday, Sep 15",ATL,Home,LAD,L,2.0,9.0,9.0,81-68,2.0,9.0,Kopech,Iglesias,None,2:42,N,39198.0,1.48,-1,,ATL,2024
"Monday, Sep 16",ATL,Home,LAD,L,0.0,9.0,9.0,81-69,3.0,9.0,Phillips,Fried,None,2:37,N,37109.0,1.36,-2,,ATL,2024
